Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Train Weighted F1,Validation Weighted F1,Train Macro F1,Validation Macro F1
1.381402602620945,1.3693075051674477,33.1,42.89156626506024,0.30181978956596117,0.48789606128044927,0.30230435658893595,0.24659758582625782
1.3784125291617813,1.3855279977505024,38.34,20.57831325301205,0.3694581503476,0.2525924189920381,0.3710256224883615,0.18917175434403627
1.385575553204151,1.3953474888434776,31.07777777777778,11.662650602409638,0.2623539155176463,0.12365560462790147,0.26221135956186203,0.11247292881918908
1.3099063073701047,1.6941667996920071,52.955555555555556,29.542168674698797,0.51556709170574,0.33363198084095663,0.5156869774805867,0.25802425547107627
1.1291357275653393,1.2293340004407443,59.32222222222222,47.27710843373494,0.5878887461430202,0.5501225233884695,0.5876336977749177,0.31925523829008084
0.9422091324912741,1.334940676505749,64.55555555555556,44.674698795180724,0.6364619332847288,0.5188450699445999,0.6381798825679477,0.3232773619970952
0.8094507990048286,1.0614720445412855,68.86666666666666,58.74698795180723,0.6895906632169844,0.6365208199557069,0.6886230176574304,0.3698910602922971
0.6863887103948187,0.9850393547461583,75.9,59.46987951807229,0.760030522150383,0.6380466305123353,0.7627246780486506,0.37919160135086716
0.6132260291500294,1.2205234169960022,78.62222222222222,46.506024096385545,0.7825362425691387,0.5236103970900476,0.780608167446518,0.3209477421943471
0.5295276589533116,1.210316053720621,81.87777777777778,52.86746987951807,0.8165397410759039,0.5794008449717577,0.8170499082862751,0.3530248670453515
0.4810838890361025,1.1903919219970702,85.15555555555555,56.28915662650602,0.8501389342215583,0.6072272255726201,0.8515579293630215,0.36772067091807326
0.43821617865816076,1.2023669793055607,86.83333333333333,60.0,0.8653849689647946,0.6418806266294356,0.864806646965834,0.390540182632646
0.40397182534983817,1.1034471016663772,86.37777777777778,61.9277108433735,0.8608183338738322,0.6574883611976643,0.8590845879977239,0.3844408002814931
0.37655137356449947,1.2435825953116784,88.15555555555555,61.9277108433735,0.8791745840299735,0.6557233605136739,0.8791065789746165,0.38548013855959323
0.34670383566396035,1.1710445326108199,85.2,69.92771084337349,0.8493751957048833,0.7044089268684474,0.8501034702893533,0.39372151984921594
0.34135895468136096,1.3219654138271626,86.78888888888889,52.86746987951807,0.8627834603126776,0.5822862377230441,0.8649192948398421,0.3616519707310208
0.3053056467720803,1.18761473435622,89.15555555555555,64.04819277108433,0.8907055495069233,0.6687746060620401,0.8916957441182238,0.38314625532737534
0.31108521852404514,1.3321639849589422,90.17777777777778,67.32530120481928,0.9012079110642193,0.6913954970838008,0.9019697719184245,0.40031304427188774
0.2915663836880567,1.4476352086433997,90.23333333333333,61.493975903614455,0.9007977073275275,0.6498528218511653,0.9001411754804602,0.3964810884772645
0.26511978092504307,1.5072597522002,91.44444444444444,66.36144578313252,0.9134987763226794,0.6848365274597971,0.913278566319627,0.39768033304304956
0.26992806518807055,1.562964983169849,90.88888888888889,66.6987951807229,0.9087953987530176,0.6831763488352911,0.9089031855852164,0.3971535743318503
0.2651169226960616,1.492123701939216,92.33333333333333,68.3855421686747,0.9227235580081425,0.6987519924453696,0.9228047977476362,0.39110700027370177
0.25400323395003027,1.3713595619568457,92.37777777777778,66.60240963855422,0.9230526544388441,0.6872316889855128,0.9233234290844252,0.39997328222054207
0.1944159588360406,1.4806269955176574,93.87777777777778,68.48192771084338,0.9381092892911492,0.6996375659689529,0.9380003537002394,0.4135889434374771
0.1743854229596067,1.5405047100323896,94.47777777777777,69.49397590361446,0.9441313963671977,0.7057208909500847,0.9441074033186275,0.4145072885970553
0.15240663686331282,1.6353671926718492,95.25555555555556,70.21686746987952,0.9520798228650229,0.7092470705675952,0.9521526335579364,0.4096132682232855
0.14800314618116048,1.6786824932465187,95.08888888888889,70.40963855421687,0.950330648882335,0.7107709722263098,0.9512040798615695,0.41389962324409035
0.15070156636152496,1.7170320630073548,95.38888888888889,71.71084337349397,0.95353935833138,0.7196231942746868,0.9539750989155555,0.4207267194778534
0.13493559737392563,1.7671514877906211,95.65555555555555,71.95180722891567,0.9561102230344967,0.7213801176020902,0.9559228894181586,0.42220139794292333
0.13759800180436133,1.8160729055221265,96.34444444444445,71.855421686747,0.9630951856166671,0.719300310720758,0.9628042129594185,0.41479523148966024
0.12268465380877891,1.9014535848910992,96.24444444444444,72.24096385542168,0.9621365339041139,0.7210409599661057,0.9620699641736994,0.4170455692069849
0.1273203569196878,1.9321935791235703,96.5,72.57831325301204,0.9646976133934542,0.7245169726720451,0.9647786505864537,0.4225128318029723
0.12622886209530718,1.980200613462008,96.78888888888889,73.10843373493977,0.9676769512689375,0.7260030499274202,0.9675235970612118,0.4182066979321099
