Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Train Weighted F1,Validation Weighted F1,Train Macro F1,Validation Macro F1
8.219316352844238,9.068244006083562,26.825,17.63855421686747,0.2610585801466657,0.215876606359122,0.2603735940693402,0.1449049568418869
6.786913294792175,6.691679316300612,27.025,27.951807228915666,0.2702897044339999,0.3579936051066613,0.2698994849408718,0.1864612664542455
6.733147468566894,7.323702280337994,27.175,22.55421686746988,0.2701053899859487,0.2910493487696405,0.2700434433551295,0.1660850671711168
6.355392917633057,6.563585483110868,27.1875,26.120481927710845,0.2712973973118122,0.3372387235752985,0.2712556380694747,0.1792821888101769
3.7081162705421447,2.7569795058323785,36.8125,36.72289156626506,0.3429100266020085,0.4534299122008219,0.3402770679213108,0.2149161669635092
2.2909505457878114,1.7442716781909648,35.8125,48.33734939759036,0.3512801617288325,0.5431987443225681,0.3510286940034078,0.2526107973716766
1.7887061161994935,1.7979072442421546,42.4875,45.01204819277108,0.4028470886220462,0.5189633509398932,0.4036168230043747,0.2439040465440679
1.5600431056022643,1.6873602417799145,43.6125,49.83132530120482,0.3882219109592533,0.5565460756036832,0.388719497697447,0.2530748232327292
1.3648971738815308,1.418317512365488,43.7875,50.93975903614458,0.4295986217683648,0.5645035775845122,0.4294280738072818,0.2725662625500487
1.2927572736740112,2.5548852865512552,49.225,19.903614457831324,0.4664354852120673,0.2086532065571091,0.4665624831522603,0.1667912411925123
1.244073424577713,1.4530839562416076,49.0625,43.6144578313253,0.4901912940867517,0.5071841910446268,0.4907917518345125,0.2609776425634357
1.217351887702942,1.923064411603488,54.8125,30.795180722891565,0.5270264821152645,0.3731510299743355,0.5220523566316996,0.2206184014262739
1.1199801325798036,1.9081748393865727,55.9875,28.96385542168675,0.5531358920846008,0.3515574036287591,0.5545140977602456,0.2158753599505072
1.1286838805675508,1.3136537111722506,52.4625,54.8433734939759,0.4803334493098403,0.5960098568392895,0.4798911810547325,0.2863913027695708
1.1014171762466431,1.584007296195397,57.375,35.71084337349398,0.5732081968614723,0.4290917906484367,0.5739685593575358,0.2422792761382557
1.04426248049736,1.888882807584909,61.25,31.518072289156628,0.592519121829619,0.3905312681729145,0.5923363787816682,0.2277062085303212
1.045208512544632,2.1058010046298685,61.225,26.36144578313253,0.5909561810052284,0.312988819591088,0.5914499469442098,0.2064339421238194
0.9811314284801484,1.3740788120489853,58.95,48.43373493975904,0.5711454116834782,0.5497480530639174,0.5720287619507279,0.2761872194718578
1.051937068462372,2.289734886242793,59.375,22.89156626506024,0.5634941871947449,0.24764728840226205,0.5594088649194371,0.18571395056894804
